rental_ID,user_ID,user_role,gadget_ID,gadget_name,gadget_category,rental_date,return_date,duration_days,daily_rate,total_cost,event_type,recommended_gadget,specific_event,event_priority,event_start_date,event_end_date,days_until_event,days_since_event_start,is_event_day,brand,gadget_subcategory,day_of_week,is_weekend,week_of_season,month,season,hour_of_day,time_period,is_holiday_season,year_level,course,major,has_personal_laptop,total_previous_rentals,avg_rental_duration,preferred_category,price_tier,spec_ram,spec_storage,spec_processor,battery_life,weight_kg,display_size,calculator_type,camera_megapixels,condition,rental_status,late_fee
R00063,U0828,Faculty,G031,Gadget_31,Camera,2024-01-14 00:00:00,2024-01-16 00:00:00,2,69,138,Regular Week,Laptop,Regular Week,0,2024-01-12 00:00:00,2024-01-17 00:00:00,-2,2,TRUE,Canon,DSLR,Sunday,TRUE,2,January,Dry,8,Morning,FALSE,,BSCS,Networking,TRUE,22,3.666666667,Camera,Premium,,,,17,1.73,12.6,,24,Excellent,Returned,0
R00064,U0165,Student,G035,Gadget_35,Projector,2024-01-13 00:00:00,2024-01-14 00:00:00,1,376,376,Regular Week,Laptop,Regular Week,0,2024-01-12 00:00:00,2024-01-17 00:00:00,-1,1,TRUE,Epson,HD Projector,Saturday,TRUE,2,January,Dry,8,Morning,FALSE,2,BSIT,Networking,TRUE,29,2,Projector,Premium,,,,13,2.1,13.1,,,Good,Returned,0
R00065,U0141,Faculty,G017,Gadget_17,Laptop,2024-01-15 00:00:00,2024-01-19 00:00:00,4,443,1772,Regular Week,Laptop,Regular Week,0,2024-01-13 00:00:00,2024-01-18 00:00:00,-2,2,TRUE,Dell,Ultrabook,Monday,FALSE,3,January,Dry,16,Afternoon,FALSE,,BSCS,Programming,FALSE,27,2.333333333,Laptop,Premium,16GB,512GB,Intel i7,14,2.56,11.6,,,Excellent,Returned,0
R00066,U0284,Student,G040,Gadget_40,Camera,2024-02-11 00:00:00,2024-02-16 00:00:00,5,118,590,Regular Week,Laptop,Regular Week,0,2024-02-07 00:00:00,2024-02-12 00:00:00,-4,4,TRUE,Canon,DSLR,Sunday,TRUE,6,February,Dry,10,Morning,FALSE,1,Engineering,Programming,TRUE,25,3.333333333,Camera,Premium,,,,9,1.09,15.5,,32,Good,Returned,0
R00067,U0701,Staff,G037,Gadget_37,Calculator,2024-05-22 00:00:00,2024-05-27 00:00:00,5,445,2225,Regular Week,Laptop,Regular Week,0,2024-05-21 00:00:00,2024-05-26 00:00:00,-1,1,TRUE,Casio,Scientific,Wednesday,FALSE,21,May,Dry,16,Afternoon,FALSE,,BSIT,Data Science,TRUE,14,4.666666667,Calculator,Budget,,,,9,1.53,16,Graphing,,Excellent,Returned,0
R00068,U0709,Staff,G019,Gadget_19,Projector,2024-11-04 00:00:00,2024-11-09 00:00:00,5,240,1200,Regular Week,Laptop,Regular Week,0,2024-10-31 00:00:00,2024-11-05 00:00:00,-4,4,TRUE,Epson,HD Projector,Monday,FALSE,45,November,Rainy,17,Afternoon,FALSE,,BSCS,Programming,TRUE,7,5,Projector,Mid-range,,,,10,1.14,16.2,,,Excellent,Returned,0
R00069,U0741,Faculty,G049,Gadget_49,Calculator,2024-04-19 00:00:00,2024-04-22 00:00:00,3,312,936,Regular Week,Laptop,Regular Week,0,2024-04-17 00:00:00,2024-04-22 00:00:00,-2,2,TRUE,Casio,Scientific,Friday,FALSE,16,April,Dry,13,Afternoon,TRUE,,BSIS,Networking,TRUE,15,4.333333333,Calculator,Budget,,,,8,2.98,16,Scientific,,Good,Returned,0
R00070,U0073,Student,G004,Gadget_4,Projector,2024-01-08 00:00:00,2024-01-12 00:00:00,4,297,1188,Regular Week,Laptop,Regular Week,0,2024-01-06 00:00:00,2024-01-11 00:00:00,-2,2,TRUE,Epson,HD Projector,Monday,FALSE,2,January,Dry,16,Afternoon,FALSE,4,BSCS,Networking,TRUE,17,4,Projector,Premium,,,,15,2.8,11.2,,,Fair,Returned,0
R00071,U0748,Faculty,G032,Gadget_32,Camera,2024-11-29 00:00:00,2024-11-30 00:00:00,1,200,200,Regular Week,Laptop,Regular Week,0,2024-11-27 00:00:00,2024-12-02 00:00:00,-2,2,TRUE,Canon,DSLR,Friday,FALSE,48,November,Rainy,16,Afternoon,FALSE,,BSIT,Programming,TRUE,6,2.666666667,Camera,Premium,,,,17,1.35,16.2,,48,Fair,Returned,0
R00072,U0190,Faculty,G039,Gadget_39,Camera,2024-09-28 00:00:00,2024-10-01 00:00:00,3,170,510,Regular Week,Laptop,Regular Week,0,2024-09-26 00:00:00,2024-10-01 00:00:00,-2,2,TRUE,Canon,DSLR,Saturday,TRUE,39,September,Rainy,13,Afternoon,FALSE,,Engineering,Networking,FALSE,13,2.666666667,Camera,Premium,,,,13,1.52,16.7,,32,Excellent,Returned,0
R00073,U0339,Student,G045,Gadget_45,Laptop,2024-10-08 00:00:00,2024-10-09 00:00:00,1,415,415,Exam Week,Scientific Calculator,Exam Week,7,2024-10-04 00:00:00,2024-10-09 00:00:00,-4,4,TRUE,Dell,Ultrabook,Tuesday,FALSE,41,October,Rainy,16,Afternoon,FALSE,1,BSCS,Data Science,FALSE,13,1.666666667,Laptop,Budget,8GB,256GB,Intel i5,12,2.29,14.8,,,Good,Returned,0
R00074,U0191,Faculty,G009,Gadget_9,Laptop,2024-01-04 00:00:00,2024-01-10 00:00:00,6,214,1284,Regular Week,Laptop,Regular Week,0,2024-01-03 00:00:00,2024-01-08 00:00:00,-1,1,TRUE,Dell,Ultrabook,Thursday,FALSE,1,January,Dry,10,Morning,FALSE,,BSIT,Programming,TRUE,26,3.333333333,Laptop,Budget,32GB,256GB,M2,11,1.23,12.2,,,Excellent,Returned,0
R00075,U0432,Staff,G024,Gadget_24,Calculator,2024-01-23 00:00:00,2024-01-28 00:00:00,5,176,880,Regular Week,Laptop,Regular Week,0,2024-01-19 00:00:00,2024-01-24 00:00:00,-4,4,TRUE,Casio,Scientific,Tuesday,FALSE,4,January,Dry,10,Morning,FALSE,,BSIT,Programming,TRUE,27,4,Calculator,Premium,,,,12,1.57,14.3,Basic,,Good,Returned,0
R00076,U0531,Student,G042,Gadget_42,Laptop,2024-12-14 00:00:00,2024-12-15 00:00:00,1,219,219,Regular Week,Laptop,Regular Week,0,2024-12-11 00:00:00,2024-12-16 00:00:00,-3,3,TRUE,Dell,Ultrabook,Saturday,TRUE,50,December,Dry,16,Afternoon,TRUE,4,BSCS,Programming,FALSE,7,4,Laptop,Premium,8GB,256GB,Intel i7,15,2.46,12.9,,,Good,Returned,0
R00077,U0231,Student,G026,Gadget_26,Camera,2024-06-18 00:00:00,2024-06-20 00:00:00,2,284,568,Regular Week,Laptop,Regular Week,0,2024-06-14 00:00:00,2024-06-19 00:00:00,-4,4,TRUE,Canon,DSLR,Tuesday,FALSE,25,June,Rainy,13,Afternoon,FALSE,1,BSIS,Data Science,TRUE,15,2.666666667,Camera,Budget,,,,7,2.67,16.9,,24,Fair,Returned,0
R00078,U0144,Student,G047,Gadget_47,Calculator,2024-07-24 00:00:00,2024-07-29 00:00:00,5,110,550,Regular Week,Laptop,Regular Week,0,2024-07-22 00:00:00,2024-07-27 00:00:00,-2,2,TRUE,Casio,Scientific,Wednesday,FALSE,30,July,Rainy,15,Afternoon,FALSE,2,BSCS,Data Science,FALSE,7,2.666666667,Calculator,Budget,,,,8,1.25,16.3,Scientific,,Excellent,Returned,0
R00079,U0958,Staff,G032,Gadget_32,Camera,2024-03-06 00:00:00,2024-03-13 00:00:00,7,200,1400,Exam Week,Scientific Calculator,Exam Week,7,2024-03-04 00:00:00,2024-03-09 00:00:00,-2,2,TRUE,Canon,DSLR,Wednesday,FALSE,10,March,Dry,8,Morning,FALSE,,BSCS,Programming,TRUE,3,4.666666667,Camera,Premium,,,,8,2.55,16.6,,24,Excellent,Returned,0
R00080,U0992,Faculty,G005,Gadget_5,Tablet,2024-11-30 00:00:00,2024-12-07 00:00:00,7,452,3164,Regular Week,Laptop,Regular Week,0,2024-11-27 00:00:00,2024-12-02 00:00:00,-3,3,TRUE,Apple,iPad,Saturday,TRUE,48,November,Rainy,12,Morning,FALSE,,Engineering,Data Science,FALSE,22,6.333333333,Tablet,Mid-range,,,,15,1.19,12.5,,,Good,Returned,0
R00081,U0860,Staff,G002,Gadget_2,Projector,2024-02-22 00:00:00,2024-02-28 00:00:00,6,98,588,Regular Week,Laptop,Regular Week,0,2024-02-20 00:00:00,2024-02-25 00:00:00,-2,2,TRUE,Epson,HD Projector,Thursday,FALSE,8,February,Dry,15,Afternoon,FALSE,,BSIT,Networking,FALSE,26,6.666666667,Projector,Premium,,,,18,2.92,12.1,,,Excellent,Returned,0
R00082,U0933,Student,G039,Gadget_39,Camera,2024-03-17 00:00:00,2024-03-22 00:00:00,5,170,850,Exam Week,Scientific Calculator,Exam Week,7,2024-03-13 00:00:00,2024-03-18 00:00:00,-4,4,TRUE,Canon,DSLR,Sunday,TRUE,11,March,Dry,8,Morning,FALSE,3,BSIS,Networking,FALSE,29,6,Camera,Mid-range,,,,15,2.57,13.3,,48,Excellent,Returned,0
R00083,U0093,Student,G050,Gadget_50,Laptop,2024-09-12 00:00:00,2024-09-16 00:00:00,4,483,1932,Regular Week,Laptop,Regular Week,0,2024-09-11 00:00:00,2024-09-16 00:00:00,-1,1,TRUE,Dell,Ultrabook,Thursday,FALSE,37,September,Rainy,13,Afternoon,FALSE,3,BSIS,Networking,TRUE,26,5,Laptop,Budget,16GB,1TB,M2,13,1.21,13.7,,,Excellent,Returned,0
R00084,U0531,Faculty,G020,Gadget_20,Tablet,2024-08-14 00:00:00,2024-08-20 00:00:00,6,346,2076,Regular Week,Laptop,Regular Week,0,2024-08-13 00:00:00,2024-08-18 00:00:00,-1,1,TRUE,Apple,iPad,Wednesday,FALSE,33,August,Rainy,17,Afternoon,FALSE,,BSCS,Programming,FALSE,14,5,Tablet,Budget,,,,14,2.18,13.8,,,Excellent,Returned,0
R00085,U0673,Student,G025,Gadget_25,Laptop,2024-05-19 00:00:00,2024-05-25 00:00:00,6,222,1332,Regular Week,Laptop,Regular Week,0,2024-05-18 00:00:00,2024-05-23 00:00:00,-1,1,TRUE,Dell,Ultrabook,Sunday,TRUE,20,May,Dry,14,Afternoon,FALSE,4,Engineering,Data Science,TRUE,5,5.333333333,Laptop,Budget,16GB,256GB,Intel i7,7,1.53,15.9,,,Excellent,Returned,0
R00086,U0187,Faculty,G009,Gadget_9,Laptop,2024-01-15 00:00:00,2024-01-22 00:00:00,7,214,1498,Regular Week,Laptop,Regular Week,0,2024-01-11 00:00:00,2024-01-16 00:00:00,-4,4,TRUE,Dell,Ultrabook,Monday,FALSE,3,January,Dry,16,Afternoon,FALSE,,BSIT,Programming,TRUE,11,6.333333333,Laptop,Mid-range,8GB,1TB,Intel i5,19,2.46,12.6,,,Fair,Returned,0
R00087,U0873,Student,G022,Gadget_22,Calculator,2024-02-09 00:00:00,2024-02-11 00:00:00,2,265,530,Regular Week,Laptop,Regular Week,0,2024-02-05 00:00:00,2024-02-10 00:00:00,-4,4,TRUE,Casio,Scientific,Friday,FALSE,6,February,Dry,12,Morning,FALSE,3,Engineering,Data Science,FALSE,25,5,Calculator,Premium,,,,10,1.22,12.6,Basic,,Good,Returned,0
R00088,U0814,Faculty,G037,Gadget_37,Calculator,2024-03-23 00:00:00,2024-03-26 00:00:00,3,445,1335,Exam Week,Scientific Calculator,Exam Week,7,2024-03-22 00:00:00,2024-03-27 00:00:00,-1,1,TRUE,Casio,Scientific,Saturday,TRUE,12,March,Dry,14,Afternoon,FALSE,,BSIS,Networking,FALSE,11,4,Calculator,Budget,,,,19,2.31,16.5,Scientific,,Fair,Returned,0
R00089,U0086,Faculty,G028,Gadget_28,Tablet,2024-11-03 00:00:00,2024-11-10 00:00:00,7,345,2415,Regular Week,Laptop,Regular Week,0,2024-10-31 00:00:00,2024-11-05 00:00:00,-3,3,TRUE,Apple,iPad,Sunday,TRUE,44,November,Rainy,8,Morning,FALSE,,BSIS,Programming,FALSE,1,4,Tablet,Premium,,,,19,1.65,12.2,,,Fair,Returned,0
R00090,U0128,Student,G038,Gadget_38,Tablet,2024-04-28 00:00:00,2024-05-05 00:00:00,7,135,945,Regular Week,Laptop,Regular Week,0,2024-04-25 00:00:00,2024-04-30 00:00:00,-3,3,TRUE,Apple,iPad,Sunday,TRUE,17,April,Dry,17,Afternoon,TRUE,4,Engineering,Data Science,FALSE,21,5.666666667,Tablet,Premium,,,,5,2.45,15.9,,,Good,Returned,0
R00091,U0994,Student,G027,Gadget_27,Laptop,2024-05-01 00:00:00,2024-05-02 00:00:00,1,132,132,Regular Week,Laptop,Regular Week,0,2024-04-27 00:00:00,2024-05-02 00:00:00,-4,4,TRUE,Dell,Ultrabook,Wednesday,FALSE,18,May,Dry,11,Morning,FALSE,4,BSCS,Networking,TRUE,17,5,Laptop,Mid-range,8GB,1TB,M2,13,2.85,15,,,Fair,Returned,0
R00092,U0327,Student,G016,Gadget_16,Tablet,2024-12-18 00:00:00,2024-12-23 00:00:00,5,148,740,Regular Week,Laptop,Regular Week,0,2024-12-16 00:00:00,2024-12-21 00:00:00,-2,2,TRUE,Apple,iPad,Wednesday,FALSE,51,December,Dry,8,Morning,TRUE,2,BSIT,Programming,TRUE,15,4.333333333,Tablet,Mid-range,,,,15,1.93,14.1,,,Fair,Returned,0
R00093,U0623,Faculty,G031,Gadget_31,Camera,2024-03-21 00:00:00,2024-03-24 00:00:00,3,69,207,Exam Week,Scientific Calculator,Exam Week,7,2024-03-17 00:00:00,2024-03-22 00:00:00,-4,4,TRUE,Canon,DSLR,Thursday,FALSE,12,March,Dry,11,Morning,FALSE,,BSIS,Data Science,TRUE,11,3,Camera,Mid-range,,,,10,2.44,15.6,,32,Good,Returned,0
R00094,U0838,Student,G024,Gadget_24,Calculator,2024-11-17 00:00:00,2024-11-22 00:00:00,5,176,880,Regular Week,Laptop,Regular Week,0,2024-11-15 00:00:00,2024-11-20 00:00:00,-2,2,TRUE,Casio,Scientific,Sunday,TRUE,46,November,Rainy,16,Afternoon,FALSE,1,BSIT,Networking,TRUE,20,4.333333333,Calculator,Budget,,,,9,1.99,14.1,Basic,,Excellent,Returned,0
R00095,U0114,Staff,G023,Gadget_23,Projector,2024-09-04 00:00:00,2024-09-07 00:00:00,3,422,1266,Regular Week,Laptop,Regular Week,0,2024-09-01 00:00:00,2024-09-06 00:00:00,-3,3,TRUE,Epson,HD Projector,Wednesday,FALSE,36,September,Rainy,9,Morning,FALSE,,Engineering,Networking,FALSE,5,3.666666667,Projector,Budget,,,,18,2.35,11.7,,,Fair,Returned,0
R00096,U0042,Faculty,G006,Gadget_6,Camera,2024-12-12 00:00:00,2024-12-13 00:00:00,1,151,151,Regular Week,Laptop,Regular Week,0,2024-12-10 00:00:00,2024-12-15 00:00:00,-2,2,TRUE,Canon,DSLR,Thursday,FALSE,50,December,Dry,13,Afternoon,TRUE,,BSIT,Networking,FALSE,27,3,Camera,Mid-range,,,,14,1.9,12,,32,Fair,Returned,0
R00097,U0994,Staff,G044,Gadget_44,Calculator,2024-12-25 00:00:00,2024-12-26 00:00:00,1,112,112,Regular Week,Laptop,Regular Week,0,2024-12-23 00:00:00,2024-12-28 00:00:00,-2,2,TRUE,Casio,Scientific,Wednesday,FALSE,52,December,Dry,17,Afternoon,TRUE,,BSCS,Data Science,TRUE,17,1.666666667,Calculator,Mid-range,,,,19,1.86,14.8,Graphing,,Excellent,Returned,0
R00098,U0241,Faculty,G037,Gadget_37,Calculator,2024-07-20 00:00:00,2024-07-23 00:00:00,3,445,1335,Regular Week,Laptop,Regular Week,0,2024-07-16 00:00:00,2024-07-21 00:00:00,-4,4,TRUE,Casio,Scientific,Saturday,TRUE,29,July,Rainy,10,Morning,FALSE,,BSIT,Networking,FALSE,1,1.666666667,Calculator,Premium,,,,17,1.48,15.9,Graphing,,Fair,Returned,0
R00099,U0253,Faculty,G038,Gadget_38,Tablet,2024-04-28 00:00:00,2024-04-30 00:00:00,2,135,270,Regular Week,Laptop,Regular Week,0,2024-04-25 00:00:00,2024-04-30 00:00:00,-3,3,TRUE,Apple,iPad,Sunday,TRUE,17,April,Dry,8,Morning,TRUE,,BSIS,Programming,FALSE,18,2,Tablet,Mid-range,,,,19,1.11,16.8,,,Fair,Returned,0
R00100,U0164,Staff,G013,Gadget_13,Tablet,2024-12-23 00:00:00,2024-12-29 00:00:00,6,358,2148,Regular Week,Laptop,Regular Week,0,2024-12-21 00:00:00,2024-12-26 00:00:00,-2,2,TRUE,Apple,iPad,Monday,FALSE,52,December,Dry,9,Morning,TRUE,,BSIS,Data Science,TRUE,7,3.666666667,Tablet,Premium,,,,7,1.45,11.8,,,Good,Returned,0
R00101,U0665,Student,G020,Gadget_20,Tablet,2024-06-05 00:00:00,2024-06-06 00:00:00,1,346,346,Regular Week,Laptop,Regular Week,0,2024-06-03 00:00:00,2024-06-08 00:00:00,-2,2,TRUE,Apple,iPad,Wednesday,FALSE,23,June,Rainy,16,Afternoon,FALSE,1,BSIT,Programming,FALSE,6,3,Tablet,Premium,,,,13,1.24,15.6,,,Excellent,Returned,0
R00102,U0105,Staff,G032,Gadget_32,Camera,2024-03-14 00:00:00,2024-03-17 00:00:00,3,200,600,Exam Week,Scientific Calculator,Exam Week,7,2024-03-12 00:00:00,2024-03-17 00:00:00,-2,2,TRUE,Canon,DSLR,Thursday,FALSE,11,March,Dry,10,Morning,FALSE,,BSIS,Networking,TRUE,3,3.333333333,Camera,Budget,,,,7,1.88,13.2,,32,Excellent,Returned,0
R00103,U0171,Student,G040,Gadget_40,Camera,2024-03-12 00:00:00,2024-03-18 00:00:00,6,118,708,Exam Week,Scientific Calculator,Exam Week,7,2024-03-10 00:00:00,2024-03-15 00:00:00,-2,2,TRUE,Canon,DSLR,Tuesday,FALSE,11,March,Dry,10,Morning,FALSE,3,BSIT,Networking,FALSE,4,3.333333333,Camera,Budget,,,,7,2.75,14.8,,32,Good,Returned,0
R00104,U0354,Faculty,G046,Gadget_46,Projector,2024-08-05 00:00:00,2024-08-06 00:00:00,1,340,340,Regular Week,Laptop,Regular Week,0,2024-08-03 00:00:00,2024-08-08 00:00:00,-2,2,TRUE,Epson,HD Projector,Monday,FALSE,32,August,Rainy,15,Afternoon,FALSE,,Engineering,Programming,TRUE,10,3.333333333,Projector,Mid-range,,,,6,1.9,12.3,,,Excellent,Returned,0
R00105,U0802,Faculty,G026,Gadget_26,Camera,2024-04-05 00:00:00,2024-04-08 00:00:00,3,284,852,Regular Week,Laptop,Regular Week,0,2024-04-02 00:00:00,2024-04-07 00:00:00,-3,3,TRUE,Canon,DSLR,Friday,FALSE,14,April,Dry,15,Afternoon,TRUE,,BSIS,Networking,TRUE,11,3.333333333,Camera,Mid-range,,,,14,2.53,16.4,,48,Fair,Returned,0
R00106,U0921,Student,G021,Gadget_21,Laptop,2024-10-27 00:00:00,2024-11-03 00:00:00,7,312,2184,Exam Week,Scientific Calculator,Exam Week,7,2024-10-25 00:00:00,2024-10-30 00:00:00,-2,2,TRUE,Dell,Ultrabook,Sunday,TRUE,43,October,Rainy,16,Afternoon,FALSE,4,BSCS,Networking,FALSE,10,3.666666667,Laptop,Budget,16GB,1TB,Intel i7,7,2.62,14,,,Good,Returned,0
R00107,U0881,Staff,G002,Gadget_2,Projector,2024-11-01 00:00:00,2024-11-06 00:00:00,5,98,490,Regular Week,Laptop,Regular Week,0,2024-10-29 00:00:00,2024-11-03 00:00:00,-3,3,TRUE,Epson,HD Projector,Friday,FALSE,44,November,Rainy,15,Afternoon,FALSE,,Engineering,Data Science,FALSE,29,5,Projector,Mid-range,,,,12,2.72,11.9,,,Good,Returned,0
R00108,U0823,Student,G036,Gadget_36,Calculator,2024-04-15 00:00:00,2024-04-18 00:00:00,3,391,1173,Regular Week,Laptop,Regular Week,0,2024-04-11 00:00:00,2024-04-16 00:00:00,-4,4,TRUE,Casio,Scientific,Monday,FALSE,16,April,Dry,16,Afternoon,TRUE,1,Engineering,Networking,TRUE,1,5,Calculator,Premium,,,,8,1.52,13.1,Scientific,,Fair,Returned,0
R00109,U0420,Student,G025,Gadget_25,Laptop,2024-02-16 00:00:00,2024-02-20 00:00:00,4,222,888,Regular Week,Laptop,Regular Week,0,2024-02-14 00:00:00,2024-02-19 00:00:00,-2,2,TRUE,Dell,Ultrabook,Friday,FALSE,7,February,Dry,12,Morning,FALSE,1,BSIT,Programming,TRUE,25,4,Laptop,Premium,32GB,512GB,M2,5,1.6,12.6,,,Excellent,Returned,0
R00110,U0013,Faculty,G010,Gadget_10,Camera,2024-12-16 00:00:00,2024-12-21 00:00:00,5,463,2315,Regular Week,Laptop,Regular Week,0,2024-12-15 00:00:00,2024-12-20 00:00:00,-1,1,TRUE,Canon,DSLR,Monday,FALSE,51,December,Dry,14,Afternoon,TRUE,,BSIT,Programming,FALSE,7,4,Camera,Premium,,,,10,2.52,11.6,,32,Good,Returned,0
R00111,U0279,Faculty,G011,Gadget_11,Laptop,2024-03-05 00:00:00,2024-03-06 00:00:00,1,185,185,Exam Week,Scientific Calculator,Exam Week,7,2024-03-02 00:00:00,2024-03-07 00:00:00,-3,3,TRUE,Dell,Ultrabook,Tuesday,FALSE,10,March,Dry,13,Afternoon,FALSE,,Engineering,Data Science,FALSE,15,3.333333333,Laptop,Premium,8GB,1TB,Intel i5,13,2.46,15.6,,,Good,Returned,0
R00112,U0981,Faculty,G006,Gadget_6,Camera,2024-02-22 00:00:00,2024-02-29 00:00:00,7,151,1057,Regular Week,Laptop,Regular Week,0,2024-02-20 00:00:00,2024-02-25 00:00:00,-2,2,TRUE,Canon,DSLR,Thursday,FALSE,8,February,Dry,13,Afternoon,FALSE,,BSIS,Programming,FALSE,27,4.333333333,Camera,Mid-range,,,,14,2.19,12.2,,32,Fair,Returned,0
R00113,U0725,Student,G047,Gadget_47,Calculator,2024-07-02 00:00:00,2024-07-04 00:00:00,2,110,220,Regular Week,Laptop,Regular Week,0,2024-06-28 00:00:00,2024-07-03 00:00:00,-4,4,TRUE,Casio,Scientific,Tuesday,FALSE,27,July,Rainy,17,Afternoon,FALSE,3,BSIT,Networking,FALSE,7,3.333333333,Calculator,Mid-range,,,,15,2.13,13.7,Scientific,,Fair,Returned,0
R00114,U0333,Staff,G026,Gadget_26,Camera,2024-12-31 00:00:00,2025-01-05 00:00:00,5,284,1420,Regular Week,Laptop,Regular Week,0,2024-12-30 00:00:00,2025-01-04 00:00:00,-1,1,TRUE,Canon,DSLR,Tuesday,FALSE,1,December,Dry,12,Morning,TRUE,,BSIS,Data Science,FALSE,23,4.666666667,Camera,Premium,,,,10,1.19,11.5,,32,Fair,Returned,0
R00115,U0574,Student,G035,Gadget_35,Projector,2024-06-20 00:00:00,2024-06-24 00:00:00,4,376,1504,Regular Week,Laptop,Regular Week,0,2024-06-17 00:00:00,2024-06-22 00:00:00,-3,3,TRUE,Epson,HD Projector,Thursday,FALSE,25,June,Rainy,17,Afternoon,FALSE,2,BSIT,Networking,TRUE,7,3.666666667,Projector,Mid-range,,,,16,1.87,11.8,,,Excellent,Returned,0
R00116,U0674,Student,G016,Gadget_16,Tablet,2024-06-05 00:00:00,2024-06-07 00:00:00,2,148,296,Regular Week,Laptop,Regular Week,0,2024-06-01 00:00:00,2024-06-06 00:00:00,-4,4,TRUE,Apple,iPad,Wednesday,FALSE,23,June,Rainy,9,Morning,FALSE,4,Engineering,Networking,FALSE,8,3.666666667,Tablet,Mid-range,,,,19,1.62,16.3,,,Good,Returned,0
R00117,U0093,Staff,G021,Gadget_21,Laptop,2024-07-07 00:00:00,2024-07-11 00:00:00,4,312,1248,Regular Week,Laptop,Regular Week,0,2024-07-06 00:00:00,2024-07-11 00:00:00,-1,1,TRUE,Dell,Ultrabook,Sunday,TRUE,27,July,Rainy,17,Afternoon,FALSE,,BSIT,Networking,TRUE,13,3.333333333,Laptop,Mid-range,16GB,256GB,Intel i7,9,2.33,14.1,,,Excellent,Returned,0
R00118,U0478,Staff,G038,Gadget_38,Tablet,2024-11-06 00:00:00,2024-11-09 00:00:00,3,135,405,Regular Week,Laptop,Regular Week,0,2024-11-03 00:00:00,2024-11-08 00:00:00,-3,3,TRUE,Apple,iPad,Wednesday,FALSE,45,November,Rainy,17,Afternoon,FALSE,,BSIS,Data Science,FALSE,4,3,Tablet,Mid-range,,,,15,2.97,16.2,,,Good,Returned,0
R00119,U0442,Faculty,G035,Gadget_35,Projector,2024-08-22 00:00:00,2024-08-29 00:00:00,7,376,2632,Regular Week,Laptop,Regular Week,0,2024-08-18 00:00:00,2024-08-23 00:00:00,-4,4,TRUE,Epson,HD Projector,Thursday,FALSE,34,August,Rainy,16,Afternoon,FALSE,,BSIS,Data Science,FALSE,14,4.666666667,Projector,Premium,,,,11,1.19,16.6,,,Fair,Returned,0
R00120,U0483,Faculty,G037,Gadget_37,Calculator,2024-10-18 00:00:00,2024-10-19 00:00:00,1,445,445,Exam Week,Scientific Calculator,Exam Week,7,2024-10-14 00:00:00,2024-10-19 00:00:00,-4,4,TRUE,Casio,Scientific,Friday,FALSE,42,October,Rainy,11,Morning,FALSE,,BSIS,Programming,TRUE,1,3.666666667,Calculator,Mid-range,,,,11,1.05,12.1,Graphing,,Fair,Returned,0
R00121,U0827,Staff,G014,Gadget_14,Laptop,2024-11-02 00:00:00,2024-11-03 00:00:00,1,437,437,Regular Week,Laptop,Regular Week,0,2024-11-01 00:00:00,2024-11-06 00:00:00,-1,1,TRUE,Dell,Ultrabook,Saturday,TRUE,44,November,Rainy,15,Afternoon,FALSE,,Engineering,Networking,TRUE,25,3,Laptop,Mid-range,32GB,1TB,Intel i5,5,2.23,16.4,,,Fair,Returned,0
R00122,U0469,Student,G028,Gadget_28,Tablet,2024-11-03 00:00:00,2024-11-09 00:00:00,6,345,2070,Regular Week,Laptop,Regular Week,0,2024-11-02 00:00:00,2024-11-07 00:00:00,-1,1,TRUE,Apple,iPad,Sunday,TRUE,44,November,Rainy,12,Morning,FALSE,4,BSCS,Data Science,TRUE,10,2.666666667,Tablet,Mid-range,,,,14,2.95,12.7,,,Good,Returned,0
R00123,U0135,Staff,G022,Gadget_22,Calculator,2024-11-03 00:00:00,2024-11-10 00:00:00,7,265,1855,Regular Week,Laptop,Regular Week,0,2024-10-30 00:00:00,2024-11-04 00:00:00,-4,4,TRUE,Casio,Scientific,Sunday,TRUE,44,November,Rainy,9,Morning,FALSE,,Engineering,Networking,TRUE,29,4.666666667,Calculator,Budget,,,,7,1.3,14.8,Basic,,Excellent,Returned,0
R00124,U0691,Student,G009,Gadget_9,Laptop,2024-07-03 00:00:00,2024-07-05 00:00:00,2,214,428,Regular Week,Laptop,Regular Week,0,2024-06-29 00:00:00,2024-07-04 00:00:00,-4,4,TRUE,Dell,Ultrabook,Wednesday,FALSE,27,July,Rainy,15,Afternoon,FALSE,1,Engineering,Programming,FALSE,26,5,Laptop,Premium,16GB,256GB,Intel i5,14,1.58,16.9,,,Fair,Returned,0
R00125,U0956,Faculty,G002,Gadget_2,Projector,2024-04-05 00:00:00,2024-04-11 00:00:00,6,98,588,Regular Week,Laptop,Regular Week,0,2024-04-01 00:00:00,2024-04-06 00:00:00,-4,4,TRUE,Epson,HD Projector,Friday,FALSE,14,April,Dry,10,Morning,TRUE,,BSCS,Networking,FALSE,26,5,Projector,Premium,,,,17,2.32,15.2,,,Fair,Returned,0
R00126,U0469,Faculty,G045,Gadget_45,Laptop,2024-07-07 00:00:00,2024-07-10 00:00:00,3,415,1245,Regular Week,Laptop,Regular Week,0,2024-07-03 00:00:00,2024-07-08 00:00:00,-4,4,TRUE,Dell,Ultrabook,Sunday,TRUE,27,July,Rainy,8,Morning,FALSE,,Engineering,Programming,FALSE,2,3.666666667,Laptop,Premium,32GB,512GB,Intel i7,17,2.42,11.7,,,Excellent,Returned,0
